ts,hermes_price,hermes_conf,lazer_price,lazer_conf,lazer_bid,lazer_ask,deviation_abs,deviation_pct,lazer_spread,lazer_price_step,lazer_stuck
2026-04-08 08:17:59+00:00,138.357540,8.357540,130.002520,10.002520,120.000000,140.000000,-8.355020,-6.038717,20.000000,0.000920,True
2026-04-08 08:18:00+00:00,138.357540,8.357540,130.001600,10.001600,120.000000,140.000000,-8.355940,-6.039382,20.000000,0.000920,True
2026-04-08 08:18:01+00:00,138.357540,8.357540,130.001470,10.001470,120.000000,140.000000,-8.356070,-6.039476,20.000000,0.000130,True
2026-04-08 08:18:02+00:00,138.369500,8.369500,130.002130,10.002130,120.000000,140.000000,-8.367370,-6.047120,20.000000,0.000660,True
2026-04-08 08:18:03+00:00,138.369500,8.369500,130.002390,10.002390,120.000000,140.000000,-8.367110,-6.046932,20.000000,0.000260,True
2026-04-08 08:18:04+00:00,138.369500,8.369500,130.001860,10.001860,120.000000,140.000000,-8.367640,-6.047315,20.000000,0.000530,True
2026-04-08 08:18:05+00:00,138.369500,8.369500,130.001730,10.001730,120.000000,140.000000,-8.367770,-6.047409,20.000000,0.000130,True
2026-04-08 08:18:06+00:00,138.369500,8.369500,130.002390,10.002390,120.000000,140.000000,-8.367110,-6.046932,20.000000,0.000660,True
2026-04-08 08:18:07+00:00,138.357330,8.357330,130.001860,10.001860,120.000000,140.000000,-8.355470,-6.039051,20.000000,0.000530,True
2026-04-08 08:18:08+00:00,138.357330,8.357330,130.002130,10.002130,120.000000,140.000000,-8.355200,-6.038856,20.000000,0.000270,True
2026-04-08 08:18:09+00:00,138.357330,8.357330,130.001470,10.001470,120.000000,140.000000,-8.355860,-6.039333,20.000000,0.000660,True
2026-04-08 08:18:10+00:00,138.357330,8.357330,130.002130,10.002130,120.000000,140.000000,-8.355200,-6.038856,20.000000,0.000660,True
2026-04-08 08:18:11+00:00,138.357330,8.357330,130.001470,10.001470,120.000000,140.000000,-8.355860,-6.039333,20.000000,0.000660,True
2026-04-08 08:18:12+00:00,138.367470,8.367470,130.002000,10.002000,120.000000,140.000000,-8.365470,-6.045836,20.000000,0.000530,True
2026-04-08 08:18:13+00:00,138.367470,8.367470,130.001730,10.001730,120.000000,140.000000,-8.365740,-6.046031,20.000000,0.000270,True
2026-04-08 08:18:14+00:00,138.367470,8.367470,130.001860,10.001860,120.000000,140.000000,-8.365610,-6.045937,20.000000,0.000130,True
2026-04-08 08:18:15+00:00,138.367470,8.367470,130.002390,10.002390,120.000000,140.000000,-8.365080,-6.045554,20.000000,0.000530,True
2026-04-08 08:18:16+00:00,138.367470,8.367470,130.002390,10.002390,120.000000,140.000000,-8.365080,-6.045554,20.000000,0.000000,True
2026-04-08 08:18:17+00:00,138.367470,8.367470,130.001600,10.001600,120.000000,140.000000,-8.365870,-6.046125,20.000000,0.000790,True
2026-04-08 08:18:18+00:00,138.366570,8.366570,130.002520,10.002520,120.000000,140.000000,-8.364050,-6.044849,20.000000,0.000920,True
2026-04-08 08:18:19+00:00,138.366570,8.366570,130.001860,10.001860,120.000000,140.000000,-8.364710,-6.045326,20.000000,0.000660,True
2026-04-08 08:18:20+00:00,138.366570,8.366570,130.001470,10.001470,120.000000,140.000000,-8.365100,-6.045608,20.000000,0.000390,True
2026-04-08 08:18:21+00:00,138.366570,8.366570,130.002130,10.002130,120.000000,140.000000,-8.364440,-6.045131,20.000000,0.000660,True
2026-04-08 08:18:22+00:00,138.366570,8.366570,130.001470,10.001470,120.000000,140.000000,-8.365100,-6.045608,20.000000,0.000660,True
2026-04-08 08:18:23+00:00,138.366570,8.366570,130.001730,10.001730,120.000000,140.000000,-8.364840,-6.045420,20.000000,0.000260,True
2026-04-08 08:18:24+00:00,138.359070,8.359070,130.002130,10.002130,120.000000,140.000000,-8.356940,-6.040038,20.000000,0.000400,True
2026-04-08 08:18:25+00:00,138.359070,8.359070,130.001470,10.001470,120.000000,140.000000,-8.357600,-6.040515,20.000000,0.000660,True
2026-04-08 08:18:26+00:00,138.359070,8.359070,130.001600,10.001600,120.000000,140.000000,-8.357470,-6.040421,20.000000,0.000130,True
2026-04-08 08:18:27+00:00,138.359070,8.359070,130.001730,10.001730,120.000000,140.000000,-8.357340,-6.040327,20.000000,0.000130,True
2026-04-08 08:18:28+00:00,138.359070,8.359070,130.001860,10.001860,120.000000,140.000000,-8.357210,-6.040233,20.000000,0.000130,True
2026-04-08 08:18:29+00:00,138.359070,8.359070,130.001600,10.001600,120.000000,140.000000,-8.357470,-6.040421,20.000000,0.000260,True
2026-04-08 08:18:30+00:00,138.366030,8.366020,130.002260,10.002260,120.000000,140.000000,-8.363770,-6.044670,20.000000,0.000660,True
2026-04-08 08:18:31+00:00,138.366030,8.366020,130.001470,10.001470,120.000000,140.000000,-8.364560,-6.045241,20.000000,0.000790,True
2026-04-08 08:18:32+00:00,138.366030,8.366020,130.002520,10.002520,120.000000,140.000000,-8.363510,-6.044482,20.000000,0.001050,True
2026-04-08 08:18:33+00:00,138.366030,8.366020,130.001600,10.001600,120.000000,140.000000,-8.364430,-6.045147,20.000000,0.000920,True
2026-04-08 08:18:34+00:00,138.366030,8.366020,130.001860,10.001860,120.000000,140.000000,-8.364170,-6.044959,20.000000,0.000260,True
2026-04-08 08:18:35+00:00,138.359780,8.359780,130.002000,10.002000,120.000000,140.000000,-8.357780,-6.040614,20.000000,0.000140,True
2026-04-08 08:18:36+00:00,138.359780,8.359770,130.001730,10.001730,120.000000,140.000000,-8.358050,-6.040809,20.000000,0.000270,True
2026-04-08 08:18:37+00:00,138.359780,8.359770,130.001470,10.001470,120.000000,140.000000,-8.358310,-6.040997,20.000000,0.000260,True
2026-04-08 08:18:38+00:00,138.359780,8.359770,130.001860,10.001860,120.000000,140.000000,-8.357920,-6.040715,20.000000,0.000390,True
2026-04-08 08:18:39+00:00,138.359780,8.359770,130.001470,10.001470,120.000000,140.000000,-8.358310,-6.040997,20.000000,0.000390,True
2026-04-08 08:18:40+00:00,138.359780,8.359770,130.001730,10.001730,120.000000,140.000000,-8.358050,-6.040809,20.000000,0.000260,True
